날짜,시도,측정소명,측정소코드,아황산가스,일산화탄소,오존,이산화질소,PM10,PM2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-06 24,서울 강남구 ,강남구,111261,0.004,0.3,0.026,0.02,19,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-07 01,서울 강남구 ,강남구,111261,0.004,0.2,0.026,0.017,19,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-07 02,서울 강남구 ,강남구,111261,0.004,0.3,0.026,0.015,21,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-07 03,서울 강남구 ,강남구,111261,0.005,0.3,0.025,0.014,22,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-07 04,서울 강남구 ,강남구,111261,0.004,0.3,0.024,0.014,17,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-07 05,서울 강남구 ,강남구,111261,0.004,0.3,0.024,0.012,22,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-07 06,서울 강남구 ,강남구,111261,0.004,0.3,0.024,0.013,25,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-07 07,서울 강남구 ,강남구,111261,0.005,0.3,0.018,0.019,23,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-07 08,서울 강남구 ,강남구,111261,0.005,0.4,0.021,0.021,48,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-07 09,서울 강남구 ,강남구,111261,0.006,0.4,0.014,0.031,44,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-07 10,서울 강남구 ,강남구,111261,0.004,0.4,0.01,0.033,23,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-07 11,서울 강남구 ,강남구,111261,0.005,0.4,0.014,0.036,41,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-07 12,서울 강남구 ,강남구,111261,0.004,0.4,0.018,0.041,63,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-07 13,서울 강남구 ,강남구,111261,0.006,0.4,0.032,0.033,48,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-07 14,서울 강남구 ,강남구,111261,0.006,0.4,0.041,0.037,64,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-07 15,서울 강남구 ,강남구,111261,0.007,0.5,0.042,0.041,60,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-07 16,서울 강남구 ,강남구,111261,0.006,0.4,0.062,0.035,66,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-07 17,서울 강남구 ,강남구,111261,0.006,0.4,0.08,0.031,58,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-07 18,서울 강남구 ,강남구,111261,0.005,0.4,0.081,0.025,60,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-07 19,서울 강남구 ,강남구,111261,0.006,0.4,0.061,0.028,59,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-07 20,서울 강남구 ,강남구,111261,0.005,0.4,0.044,0.034,54,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-07 21,서울 강남구 ,강남구,111261,0.005,0.4,0.03,0.038,62,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-07 22,서울 강남구 ,강남구,111261,0.005,0.4,0.02,0.038,64,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-07 23,서울 강남구 ,강남구,111261,0.005,0.4,0.018,0.038,57,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-07 24,서울 강남구 ,강남구,111261,0.005,0.4,0.009,0.042,56,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-08 01,서울 강남구 ,강남구,111261,0.007,0.4,0.002,0.047,49,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-08 02,서울 강남구 ,강남구,111261,0.005,0.4,0.003,0.043,43,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-08 03,서울 강남구 ,강남구,111261,0.006,0.4,0.01,0.028,42,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-08 04,서울 강남구 ,강남구,111261,0.005,0.3,0.019,0.015,37,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-08 05,서울 강남구 ,강남구,111261,0.005,0.3,0.02,0.013,39,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-08 06,서울 강남구 ,강남구,111261,0.005,0.3,0.021,0.013,35,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-08 07,서울 강남구 ,강남구,111261,0.004,0.2,0.024,0.015,26,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-08 08,서울 강남구 ,강남구,111261,0.004,0.3,0.021,0.02,27,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-08 09,서울 강남구 ,강남구,111261,0.005,0.3,0.022,0.025,37,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-08 10,서울 강남구 ,강남구,111261,0.004,0.3,0.022,0.029,34,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-08 11,서울 강남구 ,강남구,111261,0.005,0.3,0.03,0.027,34,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-08 12,서울 강남구 ,강남구,111261,0.005,0.3,0.034,0.028,41,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-08 13,서울 강남구 ,강남구,111261,0.005,0.3,0.039,0.027,29,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-08 14,서울 강남구 ,강남구,111261,0.006,0.3,0.05,0.025,37,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-08 15,서울 강남구 ,강남구,111261,0.004,0.3,0.056,0.025,39,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-08 16,서울 강남구 ,강남구,111261,0.004,0.2,0.057,0.021,32,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-08 17,서울 강남구 ,강남구,111261,0.005,0.3,0.046,0.025,28,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-08 18,서울 강남구 ,강남구,111261,0.005,0.3,0.036,0.027,35,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-08 19,서울 강남구 ,강남구,111261,0.005,0.3,0.026,0.029,32,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-08 20,서울 강남구 ,강남구,111261,0.005,0.3,0.016,0.038,41,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-08 21,서울 강남구 ,강남구,111261,0.005,0.4,0.009,0.042,50,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-08 22,서울 강남구 ,강남구,111261,0.005,0.4,0.007,0.041,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-08 23,서울 강남구 ,강남구,111261,0.006,0.4,0.004,0.043,48,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-08 24,서울 강남구 ,강남구,111261,0.006,0.4,0.006,0.043,48,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-09 01,서울 강남구 ,강남구,111261,0.005,0.4,0.014,0.037,46,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-09 02,서울 강남구 ,강남구,111261,0.006,0.4,0.005,0.043,43,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-09 03,서울 강남구 ,강남구,111261,0.005,0.5,0.002,0.043,52,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-09 04,서울 강남구 ,강남구,111261,0.005,0.4,0.003,0.037,48,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-09 05,서울 강남구 ,강남구,111261,0.005,0.4,0.005,0.03,50,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-09 06,서울 강남구 ,강남구,111261,0.005,0.4,0.005,0.03,69,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-09 07,서울 강남구 ,강남구,111261,0.005,0.4,0.004,0.034,38,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-09 08,서울 강남구 ,강남구,111261,0.005,0.5,0.004,0.037,48,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-09 09,서울 강남구 ,강남구,111261,0.005,0.5,0.009,0.04,49,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-09 10,서울 강남구 ,강남구,111261,0.005,0.5,0.015,0.043,52,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-09 11,서울 강남구 ,강남구,111261,0.004,0.4,0.029,0.034,37,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-09 12,서울 강남구 ,강남구,111261,0.004,0.4,0.036,0.036,42,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-09 13,서울 강남구 ,강남구,111261,0.004,0.4,0.044,0.035,55,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-09 14,서울 강남구 ,강남구,111261,0.005,0.4,0.052,0.03,46,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-09 15,서울 강남구 ,강남구,111261,0.005,0.4,0.063,0.03,49,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-09 16,서울 강남구 ,강남구,111261,0.005,0.4,0.071,0.03,51,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-09 17,서울 강남구 ,강남구,111261,0.005,0.4,0.079,0.031,63,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-09 18,서울 강남구 ,강남구,111261,0.005,0.3,0.062,0.024,82,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-09 19,서울 강남구 ,강남구,111261,0.005,0.4,0.045,0.03,64,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-09 20,서울 강남구 ,강남구,111261,0.005,0.4,0.032,0.037,63,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-09 21,서울 강남구 ,강남구,111261,0.005,0.4,0.02,0.049,67,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-09 22,서울 강남구 ,강남구,111261,0.005,0.5,0.006,0.063,61,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-09 23,서울 강남구 ,강남구,111261,0.006,0.4,0.018,0.042,54,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-09 24,서울 강남구 ,강남구,111261,0.005,0.4,0.015,0.038,54,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-10 01,서울 강남구 ,강남구,111261,0.005,0.4,0.013,0.039,51,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-10 02,서울 강남구 ,강남구,111261,0.006,0.5,0.008,0.045,53,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-10 03,서울 강남구 ,강남구,111261,0.005,0.5,0.002,0.053,48,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-10 04,서울 강남구 ,강남구,111261,0.005,0.5,0.002,0.053,47,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-10 05,서울 강남구 ,강남구,111261,0.006,0.5,0.002,0.052,49,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-10 06,서울 강남구 ,강남구,111261,0.005,0.5,0.002,0.047,55,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-10 07,서울 강남구 ,강남구,111261,0.006,0.5,0.003,0.048,64,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-10 08,서울 강남구 ,강남구,111261,0.006,0.5,0.006,0.048,73,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-10 09,서울 강남구 ,강남구,111261,0.007,0.5,0.013,0.047,74,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-10 10,서울 강남구 ,강남구,111261,0.005,0.4,0.034,0.033,58,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-10 11,서울 강남구 ,강남구,111261,0.006,0.4,0.039,0.037,48,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-10 12,서울 강남구 ,강남구,111261,0.006,0.4,0.044,0.044,57,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-10 13,서울 강남구 ,강남구,111261,0.006,0.4,0.051,0.044,67,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-10 14,서울 강남구 ,강남구,111261,0.006,0.4,0.073,0.033,68,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-10 15,서울 강남구 ,강남구,111261,0.007,0.5,0.101,0.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-10 16,서울 강남구 ,강남구,111261,0.009,0.5,0.099,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-10 17,서울 강남구 ,강남구,111261,0.006,0.4,0.087,0.032,78,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-10 18,서울 강남구 ,강남구,111261,0.007,0.4,0.05,0.037,60,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-10 19,서울 강남구 ,강남구,111261,0.006,0.4,0.03,0.041,69,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-10 20,서울 강남구 ,강남구,111261,0.005,0.4,0.028,0.038,61,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-10 21,서울 강남구 ,강남구,111261,0.005,0.5,0.021,0.043,77,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-10 22,서울 강남구 ,강남구,111261,0.005,0.5,0.02,0.035,98,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-10 23,서울 강남구 ,강남구,111261,0.005,0.4,0.025,0.026,73,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-10 24,서울 강남구 ,강남구,111261,0.005,0.4,0.026,0.024,42,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-11 01,서울 강남구 ,강남구,111261,0.005,0.4,0.019,0.026,55,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-11 02,서울 강남구 ,강남구,111261,0.005,0.4,0.019,0.023,57,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-11 03,서울 강남구 ,강남구,111261,0.005,0.5,0.018,0.022,56,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-11 04,서울 강남구 ,강남구,111261,0.006,0.4,0.019,0.019,55,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-11 05,서울 강남구 ,강남구,111261,0.007,0.4,0.021,0.016,45,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-11 06,서울 강남구 ,강남구,111261,0.005,0.4,0.031,0.01,32,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-11 07,서울 강남구 ,강남구,111261,0.005,0.4,0.024,0.016,35,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-11 08,서울 강남구 ,강남구,111261,0.006,0.4,0.02,0.02,44,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-11 09,서울 강남구 ,강남구,111261,0.006,0.3,0.02,0.024,46,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-11 10,서울 강남구 ,강남구,111261,0.007,0.4,0.023,0.024,44,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-11 11,서울 강남구 ,강남구,111261,0.005,0.3,0.027,0.02,38,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-11 12,서울 강남구 ,강남구,111261,0.005,0.3,0.025,0.024,39,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-11 13,서울 강남구 ,강남구,111261,0.004,0.3,0.03,0.019,34,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-11 14,서울 강남구 ,강남구,111261,0.004,0.3,0.032,0.021,47,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-11 15,서울 강남구 ,강남구,111261,0.004,0.3,0.04,0.018,49,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-11 16,서울 강남구 ,강남구,111261,0.004,0.4,0.028,0.024,74,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-11 17,서울 강남구 ,강남구,111261,0.004,0.4,0.019,0.034,59,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-11 18,서울 강남구 ,강남구,111261,0.004,0.3,0.021,0.023,64,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-11 19,서울 강남구 ,강남구,111261,0.006,0.3,0.019,0.02,41,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-11 20,서울 강남구 ,강남구,111261,0.006,0.3,0.016,0.019,47,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-11 21,서울 강남구 ,강남구,111261,0.005,0.3,0.01,0.022,60,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-11 22,서울 강남구 ,강남구,111261,0.005,0.3,0.007,0.022,48,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-11 23,서울 강남구 ,강남구,111261,0.004,0.3,0.007,0.019,46,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-11 24,서울 강남구 ,강남구,111261,0.005,0.2,0.013,0.011,42,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-12 01,서울 강남구 ,강남구,111261,0.004,0.3,0.017,0.011,13,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-12 02,서울 강남구 ,강남구,111261,0.005,0.2,0.021,0.006,19,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-12 03,서울 강남구 ,강남구,111261,0.003,0.2,0.02,0.006,30,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-12 04,서울 강남구 ,강남구,111261,0.004,0.2,0.022,0.004,25,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-12 05,서울 강남구 ,강남구,111261,0.004,0.3,0.021,0.006,21,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-12 06,서울 강남구 ,강남구,111261,0.005,0.3,0.017,0.009,28,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-12 07,서울 강남구 ,강남구,111261,0.004,0.2,0.015,0.011,27,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-12 08,서울 강남구 ,강남구,111261,0.004,0.2,0.013,0.014,21,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-12 09,서울 강남구 ,강남구,111261,0.004,0.3,0.012,0.017,21,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-12 10,서울 강남구 ,강남구,111261,0.005,0.3,0.015,0.016,21,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-12 11,서울 강남구 ,강남구,111261,0.005,0.2,0.021,0.015,22,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-12 12,서울 강남구 ,강남구,111261,0.004,0.2,0.026,0.014,22,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-12 13,서울 강남구 ,강남구,111261,0.004,0.3,0.035,0.01,29,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-12 14,서울 강남구 ,강남구,111261,0.004,0.3,0.032,0.014,36,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-12 15,서울 강남구 ,강남구,111261,0.004,0.3,0.03,0.017,28,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-12 16,서울 강남구 ,강남구,111261,0.004,0.3,0.034,0.012,31,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-12 17,서울 강남구 ,강남구,111261,0.005,0.3,0.035,0.01,15,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-12 18,서울 강남구 ,강남구,111261,0.005,0.3,0.029,0.013,23,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-12 19,서울 강남구 ,강남구,111261,0.004,0.3,0.029,0.012,25,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-12 20,서울 강남구 ,강남구,111261,0.004,0.3,0.024,0.016,24,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-12 21,서울 강남구 ,강남구,111261,0.004,0.4,0.018,0.024,33,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-12 22,서울 강남구 ,강남구,111261,0.006,0.5,0.016,0.029,47,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-12 23,서울 강남구 ,강남구,111261,0.005,0.5,0.017,0.029,59,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
