날짜,시도,측정소명,측정소코드,아황산가스,일산화탄소,오존,이산화질소,PM10,PM2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-24 24,서울 강남구 ,강남구,111261,0.005,0.3,0.024,0.028,28,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-25 01,서울 강남구 ,강남구,111261,0.004,0.4,0.025,0.027,28,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-25 02,서울 강남구 ,강남구,111261,0.005,0.3,0.029,0.022,29,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-25 03,서울 강남구 ,강남구,111261,0.005,0.3,0.036,0.014,35,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-25 04,서울 강남구 ,강남구,111261,0.005,0.3,0.038,0.01,37,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-25 05,서울 강남구 ,강남구,111261,0.005,0.3,0.04,0.012,33,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-25 06,서울 강남구 ,강남구,111261,0.005,0.3,0.039,0.014,37,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-25 07,서울 강남구 ,강남구,111261,0.004,0.3,0.031,0.023,37,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-25 08,서울 강남구 ,강남구,111261,0.005,0.3,0.027,0.027,30,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-25 09,서울 강남구 ,강남구,111261,0.006,0.3,0.026,0.028,26,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-25 10,서울 강남구 ,강남구,111261,0.005,0.3,0.031,0.023,23,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-25 11,서울 강남구 ,강남구,111261,0.005,0.3,0.04,0.019,29,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-25 12,서울 강남구 ,강남구,111261,0.005,0.3,0.042,0.017,29,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-25 13,서울 강남구 ,강남구,111261,0.005,0.2,0.047,0.014,26,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-25 14,서울 강남구 ,강남구,111261,0.005,0.2,0.048,0.013,21,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-25 15,서울 강남구 ,강남구,111261,0.005,0.2,0.048,0.017,25,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-25 16,서울 강남구 ,강남구,111261,0.004,0.3,0.053,0.018,39,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-25 17,서울 강남구 ,강남구,111261,0.006,0.3,0.054,0.017,35,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-25 18,서울 강남구 ,강남구,111261,0.005,0.3,0.057,0.015,36,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-25 19,서울 강남구 ,강남구,111261,0.005,0.3,0.052,0.018,46,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-25 20,서울 강남구 ,강남구,111261,0.005,0.3,0.046,0.02,50,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-25 21,서울 강남구 ,강남구,111261,0.005,0.3,0.04,0.021,39,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-25 22,서울 강남구 ,강남구,111261,0.006,0.3,0.031,0.026,49,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-25 23,서울 강남구 ,강남구,111261,0.005,0.4,0.026,0.029,46,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-25 24,서울 강남구 ,강남구,111261,0.004,0.4,0.023,0.029,43,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-26 01,서울 강남구 ,강남구,111261,0.005,0.4,0.02,0.03,49,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-26 02,서울 강남구 ,강남구,111261,0.005,0.4,0.022,0.025,43,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-26 03,서울 강남구 ,강남구,111261,0.005,0.4,0.025,0.02,39,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-26 04,서울 강남구 ,강남구,111261,0.006,0.4,0.024,0.017,45,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-26 05,서울 강남구 ,강남구,111261,0.005,0.3,0.024,0.015,36,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-26 06,서울 강남구 ,강남구,111261,0.005,0.3,0.023,0.014,43,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-26 07,서울 강남구 ,강남구,111261,0.005,0.3,0.022,0.017,33,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-26 08,서울 강남구 ,강남구,111261,0.005,0.3,0.03,0.019,35,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-26 09,서울 강남구 ,강남구,111261,0.006,0.3,0.038,0.019,36,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-26 10,서울 강남구 ,강남구,111261,0.006,0.3,0.037,0.02,32,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-26 11,서울 강남구 ,강남구,111261,0.004,0.2,0.046,0.013,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-26 12,서울 강남구 ,강남구,111261,0.004,0.2,0.052,0.009,18,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-26 13,서울 강남구 ,강남구,111261,0.004,0.2,0.056,0.011,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-26 14,서울 강남구 ,강남구,111261,0.004,0.2,0.06,0.01,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-26 15,서울 강남구 ,강남구,111261,0.004,0.2,0.061,0.012,22,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-26 16,서울 강남구 ,강남구,111261,0.005,0.2,0.058,0.013,30,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-26 17,서울 강남구 ,강남구,111261,0.004,0.3,0.054,0.016,34,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-26 18,서울 강남구 ,강남구,111261,0.005,0.3,0.051,0.019,31,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-26 19,서울 강남구 ,강남구,111261,0.005,0.3,0.05,0.021,38,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-26 20,서울 강남구 ,강남구,111261,0.006,0.3,0.048,0.021,42,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-26 21,서울 강남구 ,강남구,111261,0.004,0.3,0.047,0.019,35,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-26 22,서울 강남구 ,강남구,111261,0.005,0.3,0.044,0.02,35,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-26 23,서울 강남구 ,강남구,111261,0.005,0.3,0.048,0.015,30,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-26 24,서울 강남구 ,강남구,111261,0.005,0.3,0.048,0.014,30,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-27 01,서울 강남구 ,강남구,111261,0.005,0.2,0.051,0.011,28,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-27 02,서울 강남구 ,강남구,111261,0.004,0.3,0.038,0.016,32,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-27 03,서울 강남구 ,강남구,111261,0.005,0.3,0.037,0.016,30,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-27 04,서울 강남구 ,강남구,111261,0.004,0.3,0.039,0.013,26,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-27 05,서울 강남구 ,강남구,111261,0.005,0.3,0.022,0.026,27,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-27 06,서울 강남구 ,강남구,111261,0.005,0.3,0.014,0.03,32,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-27 07,서울 강남구 ,강남구,111261,0.004,0.4,0.005,0.041,29,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-27 08,서울 강남구 ,강남구,111261,0.004,0.4,0.013,0.037,30,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-27 09,서울 강남구 ,강남구,111261,0.006,0.5,0.007,0.047,36,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-27 10,서울 강남구 ,강남구,111261,0.006,0.5,0.007,0.051,36,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-27 11,서울 강남구 ,강남구,111261,0.007,0.5,0.014,0.049,36,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-27 12,서울 강남구 ,강남구,111261,0.006,0.4,0.025,0.039,37,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-27 13,서울 강남구 ,강남구,111261,0.006,0.5,0.025,0.045,28,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-27 14,서울 강남구 ,강남구,111261,0.007,0.5,0.033,0.039,34,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-27 15,서울 강남구 ,강남구,111261,0.008,0.5,0.035,0.041,27,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-27 16,서울 강남구 ,강남구,111261,0.007,0.5,0.033,0.045,28,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-27 17,서울 강남구 ,강남구,111261,0.006,0.4,0.045,0.037,40,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-27 18,서울 강남구 ,강남구,111261,0.005,0.3,0.059,0.04,37,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-27 19,서울 강남구 ,강남구,111261,0.008,0.4,0.041,0.051,54,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-27 20,서울 강남구 ,강남구,111261,0.008,0.4,0.028,0.052,45,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-27 21,서울 강남구 ,강남구,111261,0.007,0.4,0.041,0.045,46,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-27 22,서울 강남구 ,강남구,111261,0.006,0.3,0.035,0.036,49,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-27 23,서울 강남구 ,강남구,111261,0.005,0.3,0.035,0.032,43,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-27 24,서울 강남구 ,강남구,111261,0.005,0.3,0.039,0.026,50,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-28 01,서울 강남구 ,강남구,111261,0.005,0.3,0.04,0.02,50,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-28 02,서울 강남구 ,강남구,111261,0.005,0.4,0.033,0.021,47,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-28 03,서울 강남구 ,강남구,111261,0.005,0.4,0.028,0.019,57,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-28 04,서울 강남구 ,강남구,111261,0.006,0.4,0.026,0.017,70,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-28 05,서울 강남구 ,강남구,111261,0.005,0.4,0.03,0.013,71,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-28 06,서울 강남구 ,강남구,111261,0.005,0.4,0.025,0.016,50,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-28 07,서울 강남구 ,강남구,111261,0.006,0.4,0.013,0.028,51,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-28 08,서울 강남구 ,강남구,111261,0.005,0.4,0.012,0.032,49,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-28 09,서울 강남구 ,강남구,111261,0.006,0.5,0.01,0.04,55,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-28 10,서울 강남구 ,강남구,111261,0.005,0.5,0.013,0.042,59,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-28 11,서울 강남구 ,강남구,111261,0.005,0.4,0.024,0.04,40,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-28 12,서울 강남구 ,강남구,111261,0.005,0.4,0.037,0.035,38,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-28 13,서울 강남구 ,강남구,111261,0.005,0.4,0.05,0.031,47,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-28 14,서울 강남구 ,강남구,111261,0.005,0.4,0.061,0.033,67,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-28 15,서울 강남구 ,강남구,111261,0.005,0.4,0.063,0.039,69,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-28 16,서울 강남구 ,강남구,111261,0.006,0.4,0.075,0.038,86,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-28 17,서울 강남구 ,강남구,111261,0.005,0.4,0.088,0.039,110,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-28 18,서울 강남구 ,강남구,111261,0.006,0.4,0.09,0.035,99,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-28 19,서울 강남구 ,강남구,111261,0.007,0.4,0.063,0.037,72,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-28 20,서울 강남구 ,강남구,111261,0.006,0.4,0.043,0.033,40,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-28 21,서울 강남구 ,강남구,111261,0.007,0.4,0.026,0.043,42,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-28 22,서울 강남구 ,강남구,111261,0.006,0.4,0.01,0.06,43,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-28 23,서울 강남구 ,강남구,111261,0.006,0.5,0.009,0.058,56,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-28 24,서울 강남구 ,강남구,111261,0.006,0.4,0.009,0.052,57,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-29 01,서울 강남구 ,강남구,111261,0.006,0.3,0.019,0.038,40,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-29 02,서울 강남구 ,강남구,111261,0.007,0.4,0.015,0.041,35,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-29 03,서울 강남구 ,강남구,111261,0.008,0.4,0.022,0.031,45,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-29 04,서울 강남구 ,강남구,111261,0.006,0.4,0.015,0.036,30,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-29 05,서울 강남구 ,강남구,111261,0.007,0.4,0.011,0.038,44,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-29 06,서울 강남구 ,강남구,111261,0.006,0.4,0.003,0.047,43,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-29 07,서울 강남구 ,강남구,111261,0.006,0.5,0.004,0.049,43,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-29 08,서울 강남구 ,강남구,111261,0.006,0.5,0.007,0.049,49,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-29 09,서울 강남구 ,강남구,111261,0.006,0.3,0.032,0.026,36,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-29 10,서울 강남구 ,강남구,111261,0.005,0.3,0.033,0.029,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-29 11,서울 강남구 ,강남구,111261,0.005,0.3,0.038,0.027,19,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-29 12,서울 강남구 ,강남구,111261,0.005,0.3,0.042,0.027,25,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-29 13,서울 강남구 ,강남구,111261,0.004,0.3,0.057,0.022,25,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-29 14,서울 강남구 ,강남구,111261,0.004,0.3,0.067,0.016,21,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-29 15,서울 강남구 ,강남구,111261,0.004,0.3,0.072,0.017,26,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-29 16,서울 강남구 ,강남구,111261,0.004,0.3,0.076,0.021,40,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-29 17,서울 강남구 ,강남구,111261,0.005,0.3,0.062,0.027,51,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-29 18,서울 강남구 ,강남구,111261,0.005,0.3,0.059,0.025,60,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-29 19,서울 강남구 ,강남구,111261,0.005,0.3,0.055,0.027,51,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-29 20,서울 강남구 ,강남구,111261,0.006,0.4,0.048,0.032,67,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-29 21,서울 강남구 ,강남구,111261,0.005,0.3,0.041,0.02,46,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-29 22,서울 강남구 ,강남구,111261,0.005,0.4,0.031,0.02,39,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-29 23,서울 강남구 ,강남구,111261,0.005,0.4,0.027,0.019,35,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-29 24,서울 강남구 ,강남구,111261,0.005,0.4,0.028,0.018,33,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-30 01,서울 강남구 ,강남구,111261,0.005,0.3,0.038,0.01,28,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-30 02,서울 강남구 ,강남구,111261,0.004,0.3,0.041,0.007,21,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-30 03,서울 강남구 ,강남구,111261,0.004,0.3,0.036,0.009,24,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-30 04,서울 강남구 ,강남구,111261,0.004,0.3,0.032,0.01,39,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-30 05,서울 강남구 ,강남구,111261,0.005,0.3,0.028,0.012,33,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-30 06,서울 강남구 ,강남구,111261,0.004,0.3,0.023,0.014,39,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-30 07,서울 강남구 ,강남구,111261,0.005,0.3,0.017,0.018,27,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-30 08,서울 강남구 ,강남구,111261,0.004,0.4,0.013,0.028,28,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-30 09,서울 강남구 ,강남구,111261,0.004,0.3,0.028,0.022,19,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-30 10,서울 강남구 ,강남구,111261,0.005,0.3,0.028,0.019,19,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-30 11,서울 강남구 ,강남구,111261,0.005,0.3,0.028,0.017,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-30 12,서울 강남구 ,강남구,111261,0.005,0.4,0.03,0.017,20,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-30 13,서울 강남구 ,강남구,111261,0.004,0.3,0.027,0.021,24,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-30 14,서울 강남구 ,강남구,111261,0.004,0.2,0.033,0.015,26,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-30 15,서울 강남구 ,강남구,111261,0.004,0.2,0.029,0.02,25,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-30 16,서울 강남구 ,강남구,111261,0.004,0.2,0.026,0.022,25,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-30 17,서울 강남구 ,강남구,111261,0.005,0.3,0.028,0.021,17,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-30 18,서울 강남구 ,강남구,111261,0.004,0.3,0.024,0.024,29,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-30 19,서울 강남구 ,강남구,111261,0.005,0.2,0.019,0.026,30,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-30 20,서울 강남구 ,강남구,111261,0.004,0.3,0.016,0.027,31,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-30 21,서울 강남구 ,강남구,111261,0.005,0.3,0.018,0.023,34,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-30 22,서울 강남구 ,강남구,111261,0.004,0.4,0.026,0.018,34,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-30 23,서울 강남구 ,강남구,111261,0.004,0.3,0.021,0.021,53,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-30 24,서울 강남구 ,강남구,111261,0.004,0.3,0.028,0.015,48,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
